Run_ID,Iteration,Route,Execution_Order,UTC_Time,Status,Transport_Retries,HTTP_429_Count,Requested_Executor_Model,Returned_Executor_Model,Router_Model,Returned_Router_Model,Router_Prompt_Tokens,Router_Cached_Tokens,Router_Uncached_Prompt_Tokens,Router_Completion_Tokens,Router_Total_Tokens,Router_Service_Latency_ms,Router_Admission_Wait_ms,Router_Retry_Wait_ms,Router_Rejected_Attempt_Latency_ms,Router_Cost_Actual_USD,Router_Cost_NoCache_USD,Router_Request_ID,Router_System_Fingerprint,Router_Finish_Reason,Router_Refusal,Formula_SHA256,Formula_Tokens,Executor_Prompt_Tokens,Executor_Cached_Tokens,Executor_Uncached_Prompt_Tokens,Executor_Completion_Tokens,Executor_Total_Tokens,Executor_Service_Latency_ms,Executor_Admission_Wait_ms,Executor_Retry_Wait_ms,Executor_Rejected_Attempt_Latency_ms,Executor_Cost_Actual_USD,Executor_Cost_NoCache_USD,Executor_Request_ID,Executor_System_Fingerprint,Executor_Finish_Reason,Executor_Refusal,Prompt_Tokens_Total,Cached_Tokens_Total,Uncached_Prompt_Tokens_Total,Completion_Tokens_Total,Tokens_Total,Route_Service_Latency_ms,Route_Admission_Wait_ms,Route_Retry_Wait_ms,Route_Rejected_Attempt_Latency_ms,Route_Operational_Wall_ms,Cost_Actual_USD,Cost_NoCache_USD,Final_Output,Final_Output_SHA256,Valid_JSON,Clean_JSON,Markdown_Present,Exact_Keys,Exact_Types,JSON_Adherence,Culprit_Extracted,Amount_Extracted,Deadline_Extracted,Culprit_Correct,Amount_Correct,Deadline_Correct,Fields_Correct_0_to_3,Exact_Accuracy,Normalized_Material_Accuracy,Noise_Cat,Noise_Car,Noise_Battery,Noise_48000,Noise_6000,Contamination_Total,Contamination_Binary,Contamination_Terms,Secondary_Noise_Tow_Truck,Secondary_Noise_Vet,Secondary_Noise_4pct_Battery,Secondary_Noise_July_31_2026,Secondary_Noise_August_10_2026,Secondary_Contamination_Total,Secondary_Contamination_Binary,Secondary_Contamination_Terms,Courtesy_Occurrences,Courtesy_Tokens,Courtesy_Terms,Courtesy_Binary,Finish_Reason,Refusal_Present,Truncated,Request_ID,System_Fingerprint
20260810T220659Z,1,A_STATIC_GOD_PROMPT,1,2026-08-10T22:07:59.884556Z,ok,0,0,gpt-4o-2024-11-20,gpt-4o-2024-11-20,,,,,,,,,,,,,,,,,,,,10242,10112,130,40,10282,1009.478,48892.836,0.000,0.000,0.013365000000,0.026005000000,req_e8ca8744b1624b0eba289af6f6e35bbb,fp_686a62b147,stop,,10242,10112,130,40,10282,1009.478,48892.836,0.000,0.000,49917.959,0.013365000000,0.026005000000,"```json
{
  ""culprit"": ""Ricardo Azevedo"",
  ""amount"": 2400.00,
  ""deadline"": ""2026-08-12""
}
```",5f7b3dcd062f792c962f082f1b0d1ef9c80e699e5caa885d2258281a4cfda4a5,0,0,1,0,0,0,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,[],0,0,[],0,stop,0,0,req_e8ca8744b1624b0eba289af6f6e35bbb,fp_686a62b147
20260810T220659Z,1,B_DYNAMIC_ROUTER,2,2026-08-10T22:08:03.002847Z,ok,0,0,gpt-4o-2024-11-20,gpt-4o-2024-11-20,gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,490,0,490,94,584,1784.924,0.000,0.000,0.000,0.000129900000,0.000129900000,req_7d5e53c8c7ef40e9934a1743ac0ef4f8,fp_f344a168a1,stop,,51d71f0e6dc767d5d346c87efca1f68f69bc881e339ab813dae7f91007097712,94,2015,0,2015,35,2050,1278.936,0.000,0.000,0.000,0.005387500000,0.005387500000,req_d372dd7c5f3b4856821f82e4d5680036,fp_61355badfa,stop,,2505,0,2505,129,2634,3063.860,0.000,0.000,0.000,3102.510,0.005517400000,0.005517400000,"```json
{
  ""culprit"": ""Ricardo"",
  ""amount"": 2400,
  ""deadline"": ""2026-08-12""
}
```",0d454302de023fe82f5759d41ba1f61e8a8e9c99e2fbe286b7a35da7b92548f3,0,0,1,0,0,0,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,[],0,0,[],0,stop,0,0,req_d372dd7c5f3b4856821f82e4d5680036,fp_61355badfa
20260810T220659Z,2,A_STATIC_GOD_PROMPT,2,2026-08-10T22:08:06.192812Z,ok,0,0,gpt-4o-2024-11-20,gpt-4o-2024-11-20,,,,,,,,,,,,,,,,,,,,10242,10112,130,41,10283,800.422,0.000,0.000,0.000,0.013375000000,0.026015000000,req_6eb54460d87b48faa1ddf67d911833aa,fp_686a62b147,stop,,10242,10112,130,41,10283,800.422,0.000,0.000,0.000,806.776,0.013375000000,0.026015000000,"```json
{
  ""culprit"": ""Ricardo Azevedo"",
  ""amount_due"": 2400.00,
  ""deadline"": ""2026-08-12""
}
```",a761ca1d0d48f69d384ee4574cca0634733649d387b7f0e39dbb81f4959e0714,0,0,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,[],0,0,[],0,stop,0,0,req_6eb54460d87b48faa1ddf67d911833aa,fp_686a62b147
20260810T220659Z,2,B_DYNAMIC_ROUTER,1,2026-08-10T22:08:05.382324Z,ok,0,0,gpt-4o-2024-11-20,gpt-4o-2024-11-20,gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,490,0,490,95,585,1684.981,0.000,0.000,0.000,0.000130500000,0.000130500000,req_0c55634e2ffc493cb10b861901d1369a,fp_f344a168a1,stop,,c0dcacc133bc34c377e662db09bbf15bbc62d7420c6553bcb70c9034e2a09bb1,95,2016,0,2016,35,2051,650.044,0.000,0.000,0.000,0.005390000000,0.005390000000,req_f56809ea6f0c4a11a9b0e8d83ffeb2fe,fp_65230132cb,stop,,2506,0,2506,130,2636,2335.025,0.000,0.000,0.000,2356.482,0.005520500000,0.005520500000,"```json
{
  ""culprit"": ""Ricardo"",
  ""amount"": 2400,
  ""deadline"": ""2026-08-12""
}
```",0d454302de023fe82f5759d41ba1f61e8a8e9c99e2fbe286b7a35da7b92548f3,0,0,1,0,0,0,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,[],0,0,[],0,stop,0,0,req_f56809ea6f0c4a11a9b0e8d83ffeb2fe,fp_65230132cb
20260810T220659Z,3,A_STATIC_GOD_PROMPT,1,2026-08-10T22:08:57.176560Z,ok,0,0,gpt-4o-2024-11-20,gpt-4o-2024-11-20,,,,,,,,,,,,,,,,,,,,10242,10112,130,41,10283,891.678,50039.941,0.000,0.000,0.013375000000,0.026015000000,req_73908f80fc35495e8948b3e430ed45f7,fp_686a62b147,stop,,10242,10112,130,41,10283,891.678,50039.941,0.000,0.000,50962.150,0.013375000000,0.026015000000,"```json
{
  ""culprit"": ""Ricardo Azevedo"",
  ""amount_due"": 2400.00,
  ""deadline"": ""2026-08-12""
}
```",a761ca1d0d48f69d384ee4574cca0634733649d387b7f0e39dbb81f4959e0714,0,0,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,[],0,0,[],0,stop,0,0,req_73908f80fc35495e8948b3e430ed45f7,fp_686a62b147
20260810T220659Z,3,B_DYNAMIC_ROUTER,2,2026-08-10T22:09:00.593060Z,ok,0,0,gpt-4o-2024-11-20,gpt-4o-2024-11-20,gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,490,0,490,90,580,2210.634,0.000,0.000,0.000,0.000127500000,0.000127500000,req_53b83c6463fa4ba6895b570c1ff50cde,fp_f344a168a1,stop,,fa7ab38162488a58d99ce8c828b564e22e7b92ff39763239c6874b42799072d7,90,2011,0,2011,35,2046,1159.892,0.000,0.000,0.000,0.005377500000,0.005377500000,req_1de9164b344444118d33151908b368f0,fp_61355badfa,stop,,2501,0,2501,125,2626,3370.527,0.000,0.000,0.000,3396.499,0.005505000000,0.005505000000,"```json
{
  ""culprit"": ""Ricardo"",
  ""amount"": 2400,
  ""deadline"": ""2026-08-12""
}
```",0d454302de023fe82f5759d41ba1f61e8a8e9c99e2fbe286b7a35da7b92548f3,0,0,1,0,0,0,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,[],0,0,[],0,stop,0,0,req_1de9164b344444118d33151908b368f0,fp_61355badfa
20260810T220659Z,4,A_STATIC_GOD_PROMPT,2,2026-08-10T22:09:04.438381Z,ok,0,0,gpt-4o-2024-11-20,gpt-4o-2024-11-20,,,,,,,,,,,,,,,,,,,,10242,0,10242,40,10282,1029.441,0.000,0.000,0.000,0.026005000000,0.026005000000,req_0f4c83c2bfac4d2bb96c4e4b4b153522,fp_acbb4728af,stop,,10242,0,10242,40,10282,1029.441,0.000,0.000,0.000,1045.831,0.026005000000,0.026005000000,"```json
{
  ""culprit"": ""Ricardo Azevedo"",
  ""amount"": 2400.00,
  ""deadline"": ""2026-08-12""
}
```",5f7b3dcd062f792c962f082f1b0d1ef9c80e699e5caa885d2258281a4cfda4a5,0,0,1,0,0,0,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,[],0,0,[],0,stop,0,0,req_0f4c83c2bfac4d2bb96c4e4b4b153522,fp_acbb4728af
20260810T220659Z,4,B_DYNAMIC_ROUTER,1,2026-08-10T22:09:03.378326Z,ok,0,0,gpt-4o-2024-11-20,gpt-4o-2024-11-20,gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,490,0,490,97,587,2072.700,0.000,0.000,0.000,0.000131700000,0.000131700000,req_4a6ddb7916454cdabdf5f8a203cc234c,fp_f344a168a1,stop,,4e039da0877d334d7c35fe89930fc885cf00d4d999595a16ab04e73749ca8796,97,2018,0,2018,35,2053,667.496,0.000,0.000,0.000,0.005395000000,0.005395000000,req_cd9cfbf7e3b34f788656c089f9fc5344,fp_b21e18781d,stop,,2508,0,2508,132,2640,2740.197,0.000,0.000,0.000,2769.360,0.005526700000,0.005526700000,"```json
{
  ""culprit"": ""Ricardo"",
  ""amount"": 2400,
  ""deadline"": ""2026-08-12""
}
```",0d454302de023fe82f5759d41ba1f61e8a8e9c99e2fbe286b7a35da7b92548f3,0,0,1,0,0,0,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,[],0,0,[],0,stop,0,0,req_cd9cfbf7e3b34f788656c089f9fc5344,fp_b21e18781d
20260810T220659Z,5,A_STATIC_GOD_PROMPT,1,2026-08-10T22:09:56.252394Z,ok,0,0,gpt-4o-2024-11-20,gpt-4o-2024-11-20,,,,,,,,,,,,,,,,,,,,10242,10112,130,41,10283,2580.282,49186.660,0.000,0.000,0.013375000000,0.026015000000,req_ab3eed96f482489ea60983712d1620a9,fp_686a62b147,stop,,10242,10112,130,41,10283,2580.282,49186.660,0.000,0.000,51790.486,0.013375000000,0.026015000000,"```json
{
  ""culprit"": ""Ricardo Azevedo"",
  ""amount_due"": 2400.00,
  ""deadline"": ""2026-08-12""
}
```",a761ca1d0d48f69d384ee4574cca0634733649d387b7f0e39dbb81f4959e0714,0,0,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,[],0,0,[],0,stop,0,0,req_ab3eed96f482489ea60983712d1620a9,fp_686a62b147
20260810T220659Z,5,B_DYNAMIC_ROUTER,2,2026-08-10T22:09:58.806250Z,ok,0,0,gpt-4o-2024-11-20,gpt-4o-2024-11-20,gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,490,0,490,93,583,1920.750,0.000,0.000,0.000,0.000129300000,0.000129300000,req_b30871cf615a4697afec82c285180589,fp_f344a168a1,stop,,6e7628f1fdeec651b04718557cd6adb841357ce1cfdb59672cdff4451c883963,93,2014,0,2014,35,2049,594.663,0.000,0.000,0.000,0.005385000000,0.005385000000,req_94c06bf2a4f04015a87cd59ba5b66ff9,fp_65230132cb,stop,,2504,0,2504,128,2632,2515.413,0.000,0.000,0.000,2542.106,0.005514300000,0.005514300000,"```json
{
  ""culprit"": ""Ricardo"",
  ""amount"": 2400,
  ""deadline"": ""2026-08-12""
}
```",0d454302de023fe82f5759d41ba1f61e8a8e9c99e2fbe286b7a35da7b92548f3,0,0,1,0,0,0,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,[],0,0,[],0,stop,0,0,req_94c06bf2a4f04015a87cd59ba5b66ff9,fp_65230132cb
